序号,车型,销量,厂商,价格,参数链接,月份,均值
91,YOUNG光小新,353,电动屋,6.58 - 8.48,,202301,365.7727273
122,YOUNG光小新,211,电动屋,6.58 - 8.48,,202302,365.7727273
130,YOUNG光小新,225,电动屋,6.58 - 8.48,,202303,365.7727273
136,YOUNG光小新,176,电动屋,6.58 - 8.48,,202304,365.7727273
143,YOUNG光小新,148,电动屋,6.58 - 8.48,,202305,365.7727273
148,YOUNG光小新,168,电动屋,6.58 - 8.48,,202306,365.7727273
168,YOUNG光小新,100,电动屋,6.58 - 8.48,,202307,365.7727273
165,YOUNG光小新,166,电动屋,6.58 - 8.48,,202308,365.7727273
166,YOUNG光小新,158,电动屋,6.58 - 8.48,,202309,365.7727273
169,YOUNG光小新,161,电动屋,6.58 - 8.48,,202310,365.7727273
176,YOUNG光小新,162,电动屋,6.58 - 8.48,,202311,365.7727273
28,腾势X,296,腾势汽车,28.98 - 35.78,,202001,365.32
23,腾势X,66,腾势汽车,28.98 - 35.78,,202002,365.32
24,腾势X,436,腾势汽车,28.98 - 35.78,,202003,365.32
27,腾势X,433,腾势汽车,28.98 - 35.78,,202004,365.32
32,腾势X,391,腾势汽车,28.98 - 35.78,,202005,365.32
40,腾势X,301,腾势汽车,28.98 - 35.78,,202006,365.32
46,腾势X,271,腾势汽车,28.98 - 35.78,,202007,365.32
54,腾势X,243,腾势汽车,28.98 - 35.78,,202008,365.32
39,腾势X,445,腾势汽车,28.98 - 35.78,,202009,365.32
53,腾势X,350,腾势汽车,28.98 - 35.78,,202010,365.32
53,腾势X,462,腾势汽车,28.98 - 35.78,,202011,365.32
55,腾势X,481,腾势汽车,28.98 - 35.78,,202012,365.32
44,腾势X,459,腾势汽车,28.98 - 35.78,,202101,365.32
54,腾势X,122,腾势汽车,28.98 - 35.78,,202102,365.32
50,腾势X,520,腾势汽车,28.98 - 35.78,,202103,365.32
54,腾势X,416,腾势汽车,28.98 - 35.78,,202104,365.32
52,腾势X,450,腾势汽车,28.98 - 35.78,,202105,365.32
57,腾势X,416,腾势汽车,28.98 - 35.78,,202106,365.32
60,腾势X,330,腾势汽车,28.98 - 35.78,,202107,365.32
69,腾势X,350,腾势汽车,28.98 - 35.78,,202108,365.32
65,腾势X,410,腾势汽车,28.98 - 35.78,,202109,365.32
67,腾势X,370,腾势汽车,28.98 - 35.78,,202110,365.32
80,腾势X,425,腾势汽车,28.98 - 35.78,,202111,365.32
82,腾势X,515,腾势汽车,28.98 - 35.78,,202112,365.32
109,腾势X,175,腾势汽车,28.98 - 35.78,,202201,365.32
89,五菱荣光EV,0,上汽通用五菱,10.88 - 11.88,,202003,357.6976744
124,五菱荣光EV,0,上汽通用五菱,10.88 - 11.88,,202003,357.6976744
42,五菱荣光EV,123,上汽通用五菱,10.88 - 11.88,,202004,357.6976744
37,五菱荣光EV,263,上汽通用五菱,10.88 - 11.88,,202005,357.6976744
38,五菱荣光EV,356,上汽通用五菱,10.88 - 11.88,,202006,357.6976744
23,五菱荣光EV,891,上汽通用五菱,10.88 - 11.88,,202007,357.6976744
62,五菱荣光EV,182,上汽通用五菱,10.88 - 11.88,,202008,357.6976744
49,五菱荣光EV,292,上汽通用五菱,10.88 - 11.88,,202009,357.6976744
55,五菱荣光EV,327,上汽通用五菱,10.88 - 11.88,,202010,357.6976744
36,五菱荣光EV,875,上汽通用五菱,10.88 - 11.88,,202011,357.6976744
51,五菱荣光EV,557,上汽通用五菱,10.88 - 11.88,,202012,357.6976744
50,五菱荣光EV,400,上汽通用五菱,10.88 - 11.88,,202101,357.6976744
46,五菱荣光EV,206,上汽通用五菱,10.88 - 11.88,,202102,357.6976744
29,五菱荣光EV,1161,上汽通用五菱,10.88 - 11.88,,202103,357.6976744
44,五菱荣光EV,534,上汽通用五菱,10.88 - 11.88,,202104,357.6976744
78,五菱荣光EV,133,上汽通用五菱,10.88 - 11.88,,202105,357.6976744
61,五菱荣光EV,338,上汽通用五菱,10.88 - 11.88,,202106,357.6976744
88,五菱荣光EV,66,上汽通用五菱,10.88 - 11.88,,202107,357.6976744
52,五菱荣光EV,704,上汽通用五菱,10.88 - 11.88,,202108,357.6976744
47,五菱荣光EV,823,上汽通用五菱,10.88 - 11.88,,202109,357.6976744
68,五菱荣光EV,358,上汽通用五菱,10.88 - 11.88,,202110,357.6976744
75,五菱荣光EV,483,上汽通用五菱,10.88 - 11.88,,202111,357.6976744
84,五菱荣光EV,478,上汽通用五菱,10.88 - 11.88,,202112,357.6976744
103,五菱荣光EV,486,上汽通用五菱,10.88 - 11.88,,202303,357.6976744
113,五菱荣光EV,369,上汽通用五菱,10.88 - 11.88,,202304,357.6976744
110,五菱荣光EV,387,上汽通用五菱,10.88 - 11.88,,202305,357.6976744
137,五菱荣光EV,254,上汽通用五菱,10.88 - 11.88,,202306,357.6976744
140,五菱荣光EV,271,上汽通用五菱,10.88 - 11.88,,202307,357.6976744
148,五菱荣光EV,294,上汽通用五菱,10.88 - 11.88,,202308,357.6976744
138,五菱荣光EV,386,上汽通用五菱,10.88 - 11.88,,202309,357.6976744
138,五菱荣光EV,392,上汽通用五菱,10.88 - 11.88,,202310,357.6976744
133,五菱荣光EV,541,上汽通用五菱,10.88 - 11.88,,202311,357.6976744
120,五菱荣光EV,830,上汽通用五菱,10.88 - 11.88,,202312,357.6976744
181,五菱荣光EV,149,上汽通用五菱,10.88 - 11.88,,202401,357.6976744
140,五菱荣光EV,267,上汽通用五菱,10.88 - 11.88,,202402,357.6976744
165,五菱荣光EV,336,上汽通用五菱,10.88 - 11.88,,202403,357.6976744
173,五菱荣光EV,244,上汽通用五菱,10.88 - 11.88,,202404,357.6976744
193,五菱荣光EV,213,上汽通用五菱,10.88 - 11.88,,202405,357.6976744
235,五菱荣光EV,77,上汽通用五菱,10.88 - 11.88,,202406,357.6976744
220,五菱荣光EV,145,上汽通用五菱,10.88 - 11.88,,202407,357.6976744
239,五菱荣光EV,92,上汽通用五菱,10.88 - 11.88,,202408,357.6976744
261,五菱荣光EV,48,上汽通用五菱,10.88 - 11.88,,202409,357.6976744
274,五菱荣光EV,19,上汽通用五菱,10.88 - 11.88,,202410,357.6976744
269,五菱荣光EV,31,上汽通用五菱,10.88 - 11.88,,202411,357.6976744
20,传祺GE3,32,广汽埃安,0.00 - 0.00,,201707,357.5294118
20,传祺GE3,193,广汽埃安,0.00 - 0.00,,201708,357.5294118
21,传祺GE3,399,广汽埃安,0.00 - 0.00,,201709,357.5294118
21,传祺GE3,488,广汽埃安,0.00 - 0.00,,201710,357.5294118
24,传祺GE3,215,广汽埃安,0.00 - 0.00,,201711,357.5294118
23,传祺GE3,435,广汽埃安,0.00 - 0.00,,201712,357.5294118
11,传祺GE3,536,广汽埃安,0.00 - 0.00,,201801,357.5294118
11,传祺GE3,442,广汽埃安,0.00 - 0.00,,201802,357.5294118
15,传祺GE3,429,广汽埃安,0.00 - 0.00,,201803,357.5294118
20,传祺GE3,422,广汽埃安,0.00 - 0.00,,201804,357.5294118
26,传祺GE3,371,广汽埃安,0.00 - 0.00,,201805,357.5294118
20,传祺GE3,337,广汽埃安,0.00 - 0.00,,201806,357.5294118
32,传祺GE3,280,广汽埃安,0.00 - 0.00,,201807,357.5294118
39,传祺GE3,176,广汽埃安,0.00 - 0.00,,201808,357.5294118
18,传祺GE3,1227,广汽埃安,0.00 - 0.00,,201809,357.5294118
18,传祺GE3,1592,广汽埃安,0.00 - 0.00,,201810,357.5294118
20,传祺GE3,1749,广汽埃安,0.00 - 0.00,,201811,357.5294118
28,传祺GE3,1291,广汽埃安,0.00 - 0.00,,201812,357.5294118
16,传祺GE3,1683,广汽埃安,0.00 - 0.00,,201901,357.5294118
22,传祺GE3,504,广汽埃安,0.00 - 0.00,,201902,357.5294118
25,传祺GE3,1080,广汽埃安,0.00 - 0.00,,201903,357.5294118
24,传祺GE3,1073,广汽埃安,0.00 - 0.00,,201904,357.5294118
25,传祺GE3,1171,广汽埃安,0.00 - 0.00,,201905,357.5294118
28,传祺GE3,784,广汽埃安,0.00 - 0.00,,201906,357.5294118
66,传祺GE3,0,广汽埃安,0.00 - 0.00,,201907,357.5294118
82,传祺GE3,0,广汽埃安,0.00 - 0.00,,201908,357.5294118
66,传祺GE3,4,广汽埃安,0.00 - 0.00,,201909,357.5294118
84,传祺GE3,0,广汽埃安,0.00 - 0.00,,201910,357.5294118
75,传祺GE3,2,广汽埃安,0.00 - 0.00,,201911,357.5294118
31,传祺GE3,729,广汽埃安,0.00 - 0.00,,201912,357.5294118
55,传祺GE3,53,广汽埃安,0.00 - 0.00,,202001,357.5294118
30,传祺GE3,36,广汽埃安,0.00 - 0.00,,202002,357.5294118
51,传祺GE3,45,广汽埃安,0.00 - 0.00,,202003,357.5294118
56,传祺GE3,56,广汽埃安,0.00 - 0.00,,202004,357.5294118
89,传祺GE3,16,广汽埃安,0.00 - 0.00,,202005,357.5294118
85,传祺GE3,13,广汽埃安,0.00 - 0.00,,202006,357.5294118
91,传祺GE3,15,广汽埃安,0.00 - 0.00,,202007,357.5294118
80,传祺GE3,57,广汽埃安,0.00 - 0.00,,202008,357.5294118
62,传祺GE3,130,广汽埃安,0.00 - 0.00,,202009,357.5294118
79,传祺GE3,93,广汽埃安,0.00 - 0.00,,202010,357.5294118
91,传祺GE3,76,广汽埃安,0.00 - 0.00,,202011,357.5294118
122,传祺GE3,0,广汽埃安,0.00 - 0.00,,202012,357.5294118
136,传祺GE3,0,广汽埃安,0.00 - 0.00,,202101,357.5294118
130,传祺GE3,0,广汽埃安,0.00 - 0.00,,202102,357.5294118
138,传祺GE3,0,广汽埃安,0.00 - 0.00,,202103,357.5294118
130,传祺GE3,0,广汽埃安,0.00 - 0.00,,202104,357.5294118
143,传祺GE3,0,广汽埃安,0.00 - 0.00,,202105,357.5294118
147,传祺GE3,0,广汽埃安,0.00 - 0.00,,202106,357.5294118
152,传祺GE3,0,广汽埃安,0.00 - 0.00,,202108,357.5294118
151,传祺GE3,0,广汽埃安,0.00 - 0.00,,202109,357.5294118
184,传祺GE3,0,广汽埃安,0.00 - 0.00,,202112,357.5294118
55,极狐 阿尔法T(ARCFOX αT),491,北汽新能源,18.58 - 28.08,,202107,353.6052632
60,极狐 阿尔法T(ARCFOX αT),522,北汽新能源,18.58 - 28.08,,202108,353.6052632
68,极狐 阿尔法T(ARCFOX αT),380,北汽新能源,18.58 - 28.08,,202109,353.6052632
69,极狐 阿尔法T(ARCFOX αT),356,北汽新能源,18.58 - 28.08,,202110,353.6052632
82,极狐 阿尔法T(ARCFOX αT),360,北汽新能源,18.58 - 28.08,,202111,353.6052632
87,极狐 阿尔法T(ARCFOX αT),381,北汽新能源,18.58 - 28.08,,202112,353.6052632
101,极狐 阿尔法T(ARCFOX αT),304,北汽新能源,18.58 - 28.08,,202201,353.6052632
91,极狐 阿尔法T(ARCFOX αT),284,北汽新能源,18.58 - 28.08,,202202,353.6052632
83,极狐 阿尔法T(ARCFOX αT),608,北汽新能源,18.58 - 28.08,,202203,353.6052632
94,极狐 阿尔法T(ARCFOX αT),285,北汽新能源,18.58 - 28.08,,202204,353.6052632
102,极狐 阿尔法T(ARCFOX αT),391,北汽新能源,18.58 - 28.08,,202205,353.6052632
86,极狐 阿尔法T(ARCFOX αT),968,北汽新能源,18.58 - 28.08,,202206,353.6052632
155,极狐 阿尔法T(ARCFOX αT),26,北汽新能源,18.58 - 28.08,,202207,353.6052632
102,极狐 阿尔法T(ARCFOX αT),576,北汽新能源,18.58 - 28.08,,202208,353.6052632
127,极狐 阿尔法T(ARCFOX αT),333,北汽新能源,18.58 - 28.08,,202209,353.6052632
111,极狐 阿尔法T(ARCFOX αT),216,北汽新能源,18.58 - 28.08,,202301,353.6052632
124,极狐 阿尔法T(ARCFOX αT),197,北汽新能源,18.58 - 28.08,,202302,353.6052632
78,极狐 阿尔法T(ARCFOX αT),880,北汽新能源,18.58 - 28.08,,202303,353.6052632
81,极狐 阿尔法T(ARCFOX αT),768,北汽新能源,18.58 - 28.08,,202304,353.6052632
98,极狐 阿尔法T(ARCFOX αT),522,北汽新能源,18.58 - 28.08,,202305,353.6052632
113,极狐 阿尔法T(ARCFOX αT),475,北汽新能源,18.58 - 28.08,,202306,353.6052632
127,极狐 阿尔法T(ARCFOX αT),375,北汽新能源,18.58 - 28.08,,202307,353.6052632
140,极狐 阿尔法T(ARCFOX αT),349,北汽新能源,18.58 - 28.08,,202308,353.6052632
142,极狐 阿尔法T(ARCFOX αT),355,北汽新能源,18.58 - 28.08,,202309,353.6052632
152,极狐 阿尔法T(ARCFOX αT),302,北汽新能源,18.58 - 28.08,,202310,353.6052632
142,极狐 阿尔法T(ARCFOX αT),428,北汽新能源,18.58 - 28.08,,202311,353.6052632
92,极狐 阿尔法T(ARCFOX αT),1682,北汽新能源,18.58 - 28.08,,202312,353.6052632
205,极狐 阿尔法T(ARCFOX αT),59,北汽新能源,18.58 - 28.08,,202401,353.6052632
222,极狐 阿尔法T(ARCFOX αT),10,北汽新能源,18.58 - 28.08,,202402,353.6052632
230,极狐 阿尔法T(ARCFOX αT),14,北汽新能源,18.58 - 28.08,,202403,353.6052632
236,极狐 阿尔法T(ARCFOX αT),13,北汽新能源,18.58 - 28.08,,202404,353.6052632
249,极狐 阿尔法T(ARCFOX αT),15,北汽新能源,18.58 - 28.08,,202405,353.6052632
255,极狐 阿尔法T(ARCFOX αT),10,北汽新能源,18.58 - 28.08,,202406,353.6052632
251,极狐 阿尔法T(ARCFOX αT),32,北汽新能源,18.58 - 28.08,,202407,353.6052632
236,极狐 阿尔法T(ARCFOX αT),101,北汽新能源,18.58 - 28.08,,202408,353.6052632
203,极狐 阿尔法T(ARCFOX αT),271,北汽新能源,18.58 - 28.08,,202409,353.6052632
252,极狐 阿尔法T(ARCFOX αT),67,北汽新能源,18.58 - 28.08,,202410,353.6052632
268,极狐 阿尔法T(ARCFOX αT),31,北汽新能源,18.58 - 28.08,,202411,353.6052632
20,比亚迪D1,1166,比亚迪,16.08 - 16.98,,202102,345.2222222
15,比亚迪D1,2796,比亚迪,16.08 - 16.98,,202103,345.2222222
35,比亚迪D1,883,比亚迪,16.08 - 16.98,,202104,345.2222222
21,比亚迪D1,2172,比亚迪,16.08 - 16.98,,202105,345.2222222
66,比亚迪D1,280,比亚迪,16.08 - 16.98,,202106,345.2222222
81,比亚迪D1,121,比亚迪,16.08 - 16.98,,202107,345.2222222
63,比亚迪D1,407,比亚迪,16.08 - 16.98,,202108,345.2222222
71,比亚迪D1,328,比亚迪,16.08 - 16.98,,202109,345.2222222
71,比亚迪D1,348,比亚迪,16.08 - 16.98,,202110,345.2222222
96,比亚迪D1,193,比亚迪,16.08 - 16.98,,202111,345.2222222
83,比亚迪D1,480,比亚迪,16.08 - 16.98,,202112,345.2222222
125,比亚迪D1,68,比亚迪,16.08 - 16.98,,202201,345.2222222
113,比亚迪D1,404,比亚迪,16.08 - 16.98,,202208,345.2222222
135,比亚迪D1,242,比亚迪,16.08 - 16.98,,202209,345.2222222
101,比亚迪D1,514,比亚迪,16.08 - 16.98,,202210,345.2222222
112,比亚迪D1,491,比亚迪,16.08 - 16.98,,202211,345.2222222
147,比亚迪D1,118,比亚迪,16.08 - 16.98,,202303,345.2222222
173,比亚迪D1,26,比亚迪,16.08 - 16.98,,202304,345.2222222
150,比亚迪D1,137,比亚迪,16.08 - 16.98,,202306,345.2222222
166,比亚迪D1,102,比亚迪,16.08 - 16.98,,202307,345.2222222
175,比亚迪D1,86,比亚迪,16.08 - 16.98,,202308,345.2222222
175,比亚迪D1,114,比亚迪,16.08 - 16.98,,202309,345.2222222
171,比亚迪D1,154,比亚迪,16.08 - 16.98,,202310,345.2222222
210,比亚迪D1,14,比亚迪,16.08 - 16.98,,202311,345.2222222
202,比亚迪D1,55,比亚迪,16.08 - 16.98,,202312,345.2222222
191,比亚迪D1,114,比亚迪,16.08 - 16.98,,202401,345.2222222
197,比亚迪D1,60,比亚迪,16.08 - 16.98,,202402,345.2222222
199,比亚迪D1,135,比亚迪,16.08 - 16.98,,202403,345.2222222
202,比亚迪D1,102,比亚迪,16.08 - 16.98,,202404,345.2222222
222,比亚迪D1,89,比亚迪,16.08 - 16.98,,202405,345.2222222
256,比亚迪D1,8,比亚迪,16.08 - 16.98,,202406,345.2222222
238,比亚迪D1,80,比亚迪,16.08 - 16.98,,202407,345.2222222
253,比亚迪D1,51,比亚迪,16.08 - 16.98,,202408,345.2222222
266,比亚迪D1,38,比亚迪,16.08 - 16.98,,202409,345.2222222
270,比亚迪D1,25,比亚迪,16.08 - 16.98,,202410,345.2222222
273,比亚迪D1,27,比亚迪,16.08 - 16.98,,202411,345.2222222
49,赛力斯SF5,260,金康赛力斯,21.68 - 24.68,,202007,343.8148148
79,赛力斯SF5,59,金康赛力斯,21.68 - 24.68,,202008,343.8148148
47,赛力斯SF5,311,金康赛力斯,21.68 - 24.68,,202009,343.8148148
57,赛力斯SF5,300,金康赛力斯,21.68 - 24.68,,202010,343.8148148
95,赛力斯SF5,59,金康赛力斯,21.68 - 24.68,,202011,343.8148148
98,赛力斯SF5,62,金康赛力斯,21.68 - 24.68,,202012,343.8148148
75,赛力斯SF5,83,金康赛力斯,21.68 - 24.68,,202101,343.8148148
91,赛力斯SF5,13,金康赛力斯,21.68 - 24.68,,202102,343.8148148
84,赛力斯SF5,54,金康赛力斯,21.68 - 24.68,,202103,343.8148148
77,赛力斯SF5,129,金康赛力斯,21.68 - 24.68,,202104,343.8148148
70,赛力斯SF5,204,金康赛力斯,21.68 - 24.68,,202105,343.8148148
35,赛力斯SF5,1097,金康赛力斯,21.68 - 24.68,,202106,343.8148148
84,赛力斯SF5,94,金康赛力斯,21.68 - 24.68,,202107,343.8148148
51,赛力斯SF5,715,金康赛力斯,21.68 - 24.68,,202108,343.8148148
45,赛力斯SF5,1040,金康赛力斯,21.68 - 24.68,,202109,343.8148148
35,赛力斯SF5,2205,金康赛力斯,21.68 - 24.68,,202110,343.8148148
50,赛力斯SF5,1446,金康赛力斯,21.68 - 24.68,,202111,343.8148148
65,赛力斯SF5,1089,金康赛力斯,21.68 - 24.68,,202112,343.8148148
160,赛力斯SF5,2,金康赛力斯,21.68 - 24.68,,202201,343.8148148
160,赛力斯SF5,3,金康赛力斯,21.68 - 24.68,,202205,343.8148148
156,赛力斯SF5,35,金康赛力斯,21.68 - 24.68,,202206,343.8148148
164,赛力斯SF5,5,金康赛力斯,21.68 - 24.68,,202208,343.8148148
182,赛力斯SF5,3,金康赛力斯,21.68 - 24.68,,202209,343.8148148
173,赛力斯SF5,2,金康赛力斯,21.68 - 24.68,,202210,343.8148148
181,赛力斯SF5,1,金康赛力斯,21.68 - 24.68,,202211,343.8148148
205,赛力斯SF5,2,金康赛力斯,21.68 - 24.68,,202308,343.8148148
213,赛力斯SF5,10,金康赛力斯,21.68 - 24.68,,202311,343.8148148
32,宝来·纯电,282,一汽-大众,0.00 - 0.00,,201910,334.6296296
22,宝来·纯电,827,一汽-大众,0.00 - 0.00,,201911,334.6296296
82,宝来·纯电,21,一汽-大众,0.00 - 0.00,,201912,334.6296296
63,宝来·纯电,29,一汽-大众,0.00 - 0.00,,202001,334.6296296
42,宝来·纯电,7,一汽-大众,0.00 - 0.00,,202002,334.6296296
42,宝来·纯电,79,一汽-大众,0.00 - 0.00,,202003,334.6296296
5,宝来·纯电,2068,一汽-大众,0.00 - 0.00,,202004,334.6296296
57,宝来·纯电,121,一汽-大众,0.00 - 0.00,,202005,334.6296296
22,宝来·纯电,1187,一汽-大众,0.00 - 0.00,,202006,334.6296296
18,宝来·纯电,1269,一汽-大众,0.00 - 0.00,,202007,334.6296296
68,宝来·纯电,135,一汽-大众,0.00 - 0.00,,202008,334.6296296
41,宝来·纯电,410,一汽-大众,0.00 - 0.00,,202009,334.6296296
61,宝来·纯电,217,一汽-大众,0.00 - 0.00,,202010,334.6296296
57,宝来·纯电,378,一汽-大众,0.00 - 0.00,,202011,334.6296296
82,宝来·纯电,145,一汽-大众,0.00 - 0.00,,202012,334.6296296
28,宝来·纯电,858,一汽-大众,0.00 - 0.00,,202101,334.6296296
103,宝来·纯电,1,一汽-大众,0.00 - 0.00,,202102,334.6296296
113,宝来·纯电,1,一汽-大众,0.00 - 0.00,,202103,334.6296296
74,宝来·纯电,153,一汽-大众,0.00 - 0.00,,202104,334.6296296
77,宝来·纯电,139,一汽-大众,0.00 - 0.00,,202105,334.6296296
91,宝来·纯电,63,一汽-大众,0.00 - 0.00,,202106,334.6296296
94,宝来·纯电,32,一汽-大众,0.00 - 0.00,,202107,334.6296296
75,宝来·纯电,270,一汽-大众,0.00 - 0.00,,202108,334.6296296
109,宝来·纯电,14,一汽-大众,0.00 - 0.00,,202109,334.6296296
98,宝来·纯电,90,一汽-大众,0.00 - 0.00,,202110,334.6296296
97,宝来·纯电,190,一汽-大众,0.00 - 0.00,,202111,334.6296296
124,宝来·纯电,49,一汽-大众,0.00 - 0.00,,202112,334.6296296
28,比亚迪e3,336,比亚迪,15.48 - 15.58,,201910,333.9615385
26,比亚迪e3,625,比亚迪,15.48 - 15.58,,201911,333.9615385
32,比亚迪e3,688,比亚迪,15.48 - 15.58,,201912,333.9615385
34,比亚迪e3,178,比亚迪,15.48 - 15.58,,202001,333.9615385
86,比亚迪e3,0,比亚迪,15.48 - 15.58,,202002,333.9615385
49,比亚迪e3,46,比亚迪,15.48 - 15.58,,202003,333.9615385
47,比亚迪e3,103,比亚迪,15.48 - 15.58,,202004,333.9615385
43,比亚迪e3,202,比亚迪,15.48 - 15.58,,202005,333.9615385
43,比亚迪e3,289,比亚迪,15.48 - 15.58,,202006,333.9615385
42,比亚迪e3,292,比亚迪,15.48 - 15.58,,202007,333.9615385
47,比亚迪e3,297,比亚迪,15.48 - 15.58,,202008,333.9615385
46,比亚迪e3,322,比亚迪,15.48 - 15.58,,202009,333.9615385
48,比亚迪e3,414,比亚迪,15.48 - 15.58,,202010,333.9615385
55,比亚迪e3,420,比亚迪,15.48 - 15.58,,202011,333.9615385
71,比亚迪e3,257,比亚迪,15.48 - 15.58,,202012,333.9615385
58,比亚迪e3,286,比亚迪,15.48 - 15.58,,202101,333.9615385
81,比亚迪e3,27,比亚迪,15.48 - 15.58,,202102,333.9615385
73,比亚迪e3,114,比亚迪,15.48 - 15.58,,202103,333.9615385
96,比亚迪e3,43,比亚迪,15.48 - 15.58,,202104,333.9615385
119,比亚迪e3,0,比亚迪,15.48 - 15.58,,202105,333.9615385
54,比亚迪e3,526,比亚迪,15.48 - 15.58,,202107,333.9615385
129,比亚迪e3,0,比亚迪,15.48 - 15.58,,202108,333.9615385
169,比亚迪e3,0,比亚迪,15.48 - 15.58,,202108,333.9615385
53,比亚迪e3,724,比亚迪,15.48 - 15.58,,202109,333.9615385
50,比亚迪e3,1012,比亚迪,15.48 - 15.58,,202110,333.9615385
78,比亚迪e3,450,比亚迪,15.48 - 15.58,,202111,333.9615385
76,比亚迪e3,660,比亚迪,15.48 - 15.58,,202112,333.9615385
67,比亚迪e3,829,比亚迪,15.48 - 15.58,,202201,333.9615385
50,比亚迪e3,1279,比亚迪,15.48 - 15.58,,202202,333.9615385
58,比亚迪e3,1428,比亚迪,15.48 - 15.58,,202203,333.9615385
112,比亚迪e3,155,比亚迪,15.48 - 15.58,,202204,333.9615385
143,比亚迪e3,49,比亚迪,15.48 - 15.58,,202205,333.9615385
98,比亚迪e3,786,比亚迪,15.48 - 15.58,,202209,333.9615385
94,比亚迪e3,628,比亚迪,15.48 - 15.58,,202210,333.9615385
106,比亚迪e3,572,比亚迪,15.48 - 15.58,,202211,333.9615385
130,比亚迪e3,212,比亚迪,15.48 - 15.58,,202304,333.9615385
141,比亚迪e3,225,比亚迪,15.48 - 15.58,,202306,333.9615385
148,比亚迪e3,204,比亚迪,15.48 - 15.58,,202307,333.9615385
145,比亚迪e3,326,比亚迪,15.48 - 15.58,,202308,333.9615385
164,比亚迪e3,211,比亚迪,15.48 - 15.58,,202309,333.9615385
178,比亚迪e3,132,比亚迪,15.48 - 15.58,,202310,333.9615385
219,比亚迪e3,4,比亚迪,15.48 - 15.58,,202311,333.9615385
210,比亚迪e3,34,比亚迪,15.48 - 15.58,,202312,333.9615385
137,比亚迪e3,459,比亚迪,15.48 - 15.58,,202401,333.9615385
190,比亚迪e3,157,比亚迪,15.48 - 15.58,,202403,333.9615385
166,比亚迪e3,277,比亚迪,15.48 - 15.58,,202404,333.9615385
199,比亚迪e3,179,比亚迪,15.48 - 15.58,,202405,333.9615385
208,比亚迪e3,189,比亚迪,15.48 - 15.58,,202406,333.9615385
221,比亚迪e3,142,比亚迪,15.48 - 15.58,,202407,333.9615385
224,比亚迪e3,155,比亚迪,15.48 - 15.58,,202408,333.9615385
235,比亚迪e3,118,比亚迪,15.48 - 15.58,,202409,333.9615385
228,比亚迪e3,173,比亚迪,15.48 - 15.58,,202410,333.9615385
243,比亚迪e3,132,比亚迪,15.48 - 15.58,,202411,333.9615385
241,e:NP2 极湃2,33,广汽本田,18.98 - 18.98,,202405,330.5714286
